year,customer_id,gender_filled,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum days_filled,customer_support_calls,churn_filled
2020,739539,Female,25,73,no,no,362.55,11.1,41.09,122,2,3,2,0
2020,739569,Female,38,89,no,no,288.15,6.1,32.66,138,3,2,0,0
2020,740552,Female,48,88,no,yes,120.45,12.8,13.65,123,3,4,2,0
2020,741645,Female,28,130,no,no,231.3,9.2,26.21,117,5,3,2,0
2020,741814,Male,34,116,no,no,246.9,8,27.98,109,3,3,0,0
2020,741901,Male,68,194,no,no,243.45,10.9,27.59,81,2,3,0,0
2020,742045,Male,41,73,no,no,240.15,13,27.22,72,4,4,0,0
2020,742130,Male,30,65,no,no,175.2,14.1,19.86,150,2,4,1,0
2020,742339,UNKNOWN,24,48,no,no,282.6,13.2,32.03,71,2,4,1,0
2020,742342,UNKNOWN,38,85,no,yes,216.9,10.9,24.58,148,3,3,1,0
2020,742373,UNKNOWN,79,82,no,no,310.5,9.1,35.19,108,8,3,3,0
2020,743220,Female,47,120,no,no,267.6,9.3,30.33,93,9,3,1,0
2020,743376,Male,26,96,no,no,269.25,6.6,30.52,133,2,2,1,0
2020,743625,Female,47,69,no,no,291.3,9.7,33.01,80,3,3,2,0
2020,744643,Female,31,64,no,no,291.3,5.5,33.01,114,2,2,2,0
2020,744749,Male,42,112,no,no,289.95,9.1,32.86,115,3,3,4,0
2020,745179,Female,38,124,no,yes,241.8,8.9,27.4,87,4,3,1,0
2020,745442,Male,25,102,no,no,406.65,10.3,46.09,105,5,3,1,0
2020,745510,Female,37,80,no,yes,354.9,9.5,40.22,102,10,3,2,0
2020,746541,Male,53,144,no,yes,284.7,6.5,32.27,106,2,2,2,1
2020,746655,Male,30,129,no,no,310.5,13.4,35.19,112,5,4,3,0
2020,747528,Female,44,36,no,no,267.9,10.9,30.36,119,5,3,1,0
2020,747860,Male,41,147,no,no,307.95,7.8,34.9,84,4,3,1,0
2020,749598,Female,61,140,no,no,292.2,13.9,33.12,93,4,4,0,0
2020,749771,Male,26,151,no,no,262.95,11.8,29.8,88,5,4,0,0
2020,750401,Male,48,63,no,no,417,13.1,47.26,118,4,4,4,1
2020,751164,Male,37,118,no,yes,137.25,12.7,15.56,99,8,4,2,0
2020,751221,Female,51,110,no,no,82.95,10.2,9.4,108,5,3,1,0
2020,751287,Female,29,225,no,no,274.05,8.8,31.06,103,2,3,1,0
2020,751652,Female,57,124,no,no,251.1,10.3,28.46,115,5,3,0,0
2020,751882,Male,36,23,no,no,482.4,11.3,54.67,158,3,4,2,1
2020,752074,Male,40,141,no,yes,224.55,7.6,25.45,115,2,3,3,0
2020,752949,Female,31,64,yes,no,337.95,17.3,38.3,132,9,5,1,1
2020,753562,Female,48,69,yes,yes,407.25,8.2,46.16,85,2,3,1,1
2020,753724,Male,29,53,no,no,277.2,18.4,31.42,116,3,5,2,0
2020,754109,Female,42,46,no,no,209.1,13.6,23.7,77,6,4,1,0
2020,754733,Female,30,119,no,yes,213.9,12,24.24,102,2,4,3,0
2020,754912,Female,41,65,no,no,368.55,4.2,41.77,117,5,2,4,1
2020,755585,Female,29,137,no,no,309.6,8.8,35.09,84,5,3,2,0
2020,755726,Male,36,86,yes,no,399.15,10.3,45.24,103,4,3,1,0
2020,755781,Male,31,93,no,no,171.45,10.9,19.43,88,9,3,0,0
2020,756621,Male,37,133,no,no,341.1,4.7,38.66,99,7,2,0,0
2020,757682,Male,48,127,no,yes,274.8,11.2,31.14,71,8,4,1,0
2020,758187,Female,49,129,no,no,252.6,11.8,28.63,100,7,4,1,0
2020,758748,Male,45,161,no,no,287.85,13.4,32.62,107,4,4,4,1
2020,759038,Male,31,135,no,no,227.55,10.5,25.79,100,6,3,0,0
2020,760084,Female,42,128,no,no,238.2,7.6,27,77,7,3,1,0
2020,760100,Male,55,94,no,no,291.15,15.3,33,115,4,5,1,0
2020,760235,Female,36,76,no,no,215.55,5.8,24.43,95,6,2,1,0
2020,760439,Female,35,118,yes,no,240,9.9,27.2,99,3,3,2,0
2020,760457,Female,38,101,no,yes,329.55,9.5,37.35,113,2,3,2,0
2020,760477,Female,37,52,no,no,232.5,7,26.35,84,4,2,4,1
2020,760660,Male,39,160,no,no,264.3,9.2,29.95,95,4,3,1,0
2020,760942,Female,38,86,no,no,249.3,5.4,28.25,97,7,2,1,0
2020,761003,Female,25,85,no,no,382.95,3.7,43.4,78,5,1,3,0
2020,761904,Male,38,124,no,no,377.25,11.1,42.76,71,6,3,3,0
2020,762697,Female,39,64,no,yes,315,5.9,35.7,94,4,2,8,0
2020,763835,Male,33,135,no,no,328.2,10.3,37.2,80,3,3,4,0
2020,763903,Female,32,10,no,no,333.3,12.9,37.77,80,4,4,1,0
2020,763919,Male,43,71,no,no,365.55,11.3,41.43,129,2,4,0,0
2020,764689,Female,37,90,no,no,56.7,14.2,6.43,111,5,4,3,0
2020,765292,Male,36,68,no,yes,359.25,9.9,40.72,70,6,3,0,0
2020,765419,Female,44,65,no,no,158.55,6.6,17.97,105,12,2,2,0
2020,765425,Male,40,22,no,no,165.45,9.5,18.75,96,5,3,0,0
2020,765443,Male,23,113,no,no,323.4,13.5,36.65,115,3,4,1,0
2020,765738,Male,26,113,no,no,359.55,8.7,40.75,88,3,3,2,1
2020,765991,Male,54,116,no,no,219.6,7.8,24.89,102,5,3,1,0
2020,766807,Male,38,96,no,yes,259.05,9.8,29.36,70,3,3,1,0
2020,766932,Female,61,53,no,yes,220.2,7.2,24.96,130,7,2,0,0
2020,766986,Female,29,104,no,no,251.4,11.7,28.49,94,2,4,4,0
2020,767482,Female,38,190,no,yes,175.05,9.9,19.84,103,3,3,1,0
2020,767550,Female,33,106,no,no,254.1,10.7,28.8,79,4,3,1,0
2020,767672,Male,38,119,yes,yes,220.8,7.7,25.02,120,2,3,0,1
2020,768269,Female,30,78,no,no,130.5,11,14.79,120,5,3,0,0
2020,768472,Female,68,116,no,no,343.95,8.8,38.98,91,3,3,2,0
2020,769336,Female,39,179,yes,yes,330.15,10.1,37.42,85,4,3,4,0
2020,769845,Male,48,193,no,no,256.35,11.6,29.05,89,3,4,1,0
2020,769919,Female,30,65,no,no,288,5.5,32.64,102,4,2,2,0
2020,771506,Male,42,19,no,yes,234.9,11.3,26.62,135,1,4,1,0
2020,771997,Male,42,3,no,yes,177.15,11.9,20.08,89,6,4,2,0
2020,772020,Male,36,57,no,yes,319.5,9.5,36.21,115,3,3,0,0
2020,772035,Male,39,107,no,yes,372.9,12,42.26,83,1,4,1,0
2020,772084,Female,57,151,no,yes,294.75,13.4,33.41,124,5,4,0,0
2020,772839,Female,51,48,no,no,412.8,7.9,46.78,110,2,3,1,0
2020,774604,Male,33,74,no,no,258.15,11.6,29.26,105,6,4,1,0
2020,774732,Female,31,171,no,no,405.75,9.6,45.99,111,5,3,1,1
2020,774923,Male,22,107,no,no,345.6,8.5,39.17,88,3,3,1,0
2020,775564,Male,43,113,yes,no,306.45,9.2,34.73,97,7,3,1,0
2020,775830,Male,53,90,yes,no,332.7,8.4,37.71,154,4,3,1,0
2020,776079,Male,36,88,no,no,323.4,11.8,36.65,65,1,4,3,0
2020,776644,Male,42,128,no,yes,397.65,10,45.07,91,3,3,1,0
2020,777700,Female,41,162,no,no,172.65,11.4,19.57,98,3,4,2,0
2020,778603,Male,29,108,no,no,231.3,15.4,26.21,75,4,5,4,1
2020,779479,Male,18,149,no,no,178.8,12.2,20.26,119,6,4,4,1
2020,779501,Male,28,63,no,yes,213.45,6.6,24.19,91,8,2,1,0
2020,780253,Female,52,99,no,yes,268.65,10.6,30.45,96,1,3,2,0
2020,780292,Male,54,133,no,no,280.5,10,31.79,108,8,3,2,0
2020,780703,Male,47,67,no,no,163.65,10.9,18.55,86,5,3,2,0
2020,781396,Male,57,116,no,yes,379.5,11.8,43.01,104,3,4,2,0
2020,781942,Male,39,72,no,no,265.65,8,30.11,94,6,3,1,0
2020,782827,Female,42,124,no,no,236.1,8.8,26.76,102,3,3,3,0
2020,783422,Male,30,149,yes,no,264.3,5.7,29.95,92,4,2,0,0
2020,783469,Female,31,108,no,no,439.5,10,49.81,87,6,3,2,0
2020,783827,Female,43,113,no,no,408.15,8.5,46.26,105,10,3,1,1
2020,784935,Male,34,86,no,yes,251.4,12.2,28.49,121,6,4,1,0
2020,784937,Female,47,117,no,yes,120.3,8.6,13.63,102,2,3,1,0
2020,785009,Female,48,115,no,yes,288.45,10.5,32.69,120,3,3,2,0
2020,785175,Male,31,64,yes,no,520.2,13.3,58.96,102,9,4,1,1
2020,785678,Male,23,25,no,no,268.2,8.4,30.4,99,5,3,2,0
2020,786238,Female,36,106,no,no,237.9,9.1,26.96,106,3,3,0,0
2020,787006,Male,26,38,no,no,196.8,8.2,22.3,106,6,3,2,0
2020,787161,Male,74,125,no,no,287.4,9.2,32.57,123,3,3,2,0
2020,787538,Male,45,99,no,no,143.1,5.6,16.22,117,5,2,1,0
2020,789680,Male,50,112,no,no,291.6,11.4,33.05,107,2,4,0,0
2020,789806,Female,35,123,no,no,291,12.1,32.98,108,4,4,1,0
2020,790033,Female,34,217,no,no,264.6,9.3,29.99,107,3,3,4,0
2020,790034,Female,45,69,no,no,292.65,11.4,33.17,90,5,4,0,0
2020,790111,Female,27,84,no,yes,321.45,11.3,36.43,117,10,4,0,0
2020,790681,Female,24,94,no,no,406.8,11.5,46.1,51,3,4,3,1
2020,791768,Female,37,65,no,no,320.1,2.7,36.28,123,4,1,1,0
2020,792061,Female,24,110,no,no,150.15,11.1,17.02,57,8,3,3,0
2020,792062,Female,38,98,no,yes,165.75,11,18.79,84,4,3,1,0
2020,792301,Female,27,59,no,no,230.4,12.5,26.11,89,10,4,1,0
2020,793084,Male,22,68,no,no,293.1,15.1,33.22,134,11,5,1,0
2020,793260,Male,41,42,no,no,138.3,13.1,15.67,73,6,4,1,0
2020,794904,Male,31,209,no,no,340.8,8.9,38.62,74,4,3,3,0
2020,795021,Female,34,145,no,no,59.25,10,6.72,90,6,3,0,0
2020,795081,Male,32,103,no,yes,224.85,11.5,25.48,112,7,4,0,1
2020,795222,Male,48,163,no,no,334.5,8.8,37.91,125,5,3,1,0
2020,795245,Female,56,61,no,yes,281.25,6.4,31.88,129,6,2,4,1
2020,796514,Female,40,108,no,yes,323.85,15.5,36.7,107,7,5,0,0
2020,796953,Female,41,105,no,no,159.6,5.3,18.09,114,4,2,6,1
2020,797318,Male,57,46,no,no,375.45,13.3,42.55,104,2,4,2,1
2020,797327,Male,24,63,no,no,175.65,11.1,19.91,84,4,3,3,0
2020,797493,Female,25,89,no,yes,314.85,8.7,35.68,92,7,3,1,0
2020,797691,Female,51,80,no,no,359.85,9.3,40.78,106,5,3,1,0
2020,798233,Male,30,189,no,no,341.1,6.3,38.66,120,4,2,2,0
2020,798662,Female,35,114,no,no,284.7,10.6,32.27,121,5,3,1,0
2020,799233,Male,38,54,no,no,410.7,11.7,46.55,117,3,4,1,0
2020,799621,Female,42,137,no,no,146.25,0,16.58,78,0,0,1,0
2020,800092,Female,33,141,no,yes,222.9,10.1,25.26,142,1,3,1,0
2020,800232,Male,69,66,no,no,177,5.3,20.06,122,5,2,1,0
2020,801205,Female,30,173,no,no,258.75,10.9,29.33,63,2,3,0,0
2020,801336,Male,32,114,yes,yes,261.75,12.3,29.67,91,10,4,2,0
2020,801344,Female,37,36,no,no,380.1,8.4,43.08,103,2,3,1,0
2020,801955,Male,38,119,no,yes,330.15,11.1,37.42,80,3,3,0,0
2020,802127,Male,47,85,yes,no,248.1,9.6,28.12,110,7,3,2,0
2020,803021,Female,43,128,no,no,280.95,10.1,31.84,68,5,3,1,0
2020,803138,Female,28,86,no,no,204.6,11.5,23.19,86,1,4,3,0
2020,803926,Male,22,50,no,no,275.4,8.7,31.21,99,3,3,1,0
2020,804916,Female,24,111,no,no,383.85,12.3,43.5,84,5,4,3,0
2020,805573,Male,28,99,no,no,213.45,9.1,24.19,114,1,3,0,0
2020,805708,Male,36,71,no,no,387.6,9.7,43.93,87,8,3,4,0
2020,805953,Female,37,100,no,no,304.65,13.5,34.53,122,2,4,3,0
2020,806154,Female,38,107,no,no,362.85,11.7,41.12,92,6,4,0,0
2020,806558,Male,24,104,no,no,234.3,13.1,26.55,94,5,4,1,0
2020,807015,Female,34,70,no,yes,374.25,9.8,42.42,68,4,3,1,0
2020,807269,Female,61,47,no,no,232.95,12.3,26.4,73,4,4,3,0
2020,807675,Male,46,185,no,yes,226.65,13.8,25.69,91,2,4,2,0
2020,808571,Male,43,70,no,no,222.6,8.9,25.23,101,4,3,0,0
2020,809000,Female,28,83,no,yes,339.6,10.8,38.49,82,7,3,1,0
2020,809637,Female,35,72,no,no,208.35,10.8,23.61,91,3,3,1,0
2020,810387,Male,69,56,no,yes,190.65,12.1,21.61,111,3,4,1,0
2020,810473,Male,49,144,no,yes,425.85,10,48.26,85,4,3,1,0
2020,810602,Female,38,7,no,yes,332.1,10.8,37.64,105,12,3,1,0
2020,811379,Female,21,74,no,no,235.65,7.6,26.71,77,3,3,2,0
2020,812461,Male,37,147,no,no,372.9,8,42.26,109,4,3,3,0
2020,813207,Female,35,113,no,no,121.95,8.9,13.82,113,3,3,0,0
2020,813562,Female,36,95,no,no,202.5,12.5,22.95,102,9,4,1,0
2020,813665,Male,36,97,no,no,252.9,7.3,28.66,123,4,2,1,0
2020,815284,Female,30,127,no,yes,249,10.2,28.22,68,6,3,1,0
2020,815997,Female,52,94,no,no,162,10.4,18.36,92,3,3,3,0
2020,816283,Male,38,130,no,no,274.5,9.5,31.11,78,19,3,0,0
2020,816407,Male,36,52,no,yes,199.95,13.5,22.66,107,2,4,1,0
2020,816517,Female,34,169,no,no,353.55,13.3,40.07,97,10,4,1,0
2020,817217,Male,31,101,no,yes,393.3,7.3,44.57,100,14,2,1,0
2020,817659,Male,29,119,no,no,430.65,13.9,48.81,86,1,4,2,1
2020,817731,Male,32,99,no,no,253.8,10.6,28.76,104,2,3,0,0
2020,818762,Female,30,53,no,no,86.25,11.6,9.78,128,6,4,3,0
2020,819424,Male,30,104,no,no,114.6,9.4,12.99,94,3,3,3,0
2020,819658,Male,32,82,no,yes,310.8,9.5,35.22,92,5,3,2,0
2020,819684,Male,23,164,no,yes,328.65,14.3,37.25,60,6,4,1,0
2020,820077,Female,34,133,no,yes,261,14.1,29.58,87,7,4,2,1
2020,820614,Female,29,105,no,no,341.1,13,38.66,82,4,4,1,0
2020,821044,Male,56,88,no,no,109.95,8.2,12.46,76,3,3,4,1
2020,821357,Female,31,101,no,yes,158.85,10.7,18,120,5,3,1,0
2020,821809,Female,44,100,no,yes,337.05,9.8,38.2,61,6,3,0,0
2020,821935,Female,33,111,no,yes,193.2,10.3,21.9,76,2,3,2,0
2020,822112,Female,40,122,no,yes,306.75,8.6,34.77,103,5,3,2,0
2020,822334,Female,43,102,no,no,153.9,9.1,17.44,140,4,3,2,0
2020,822481,Female,49,160,no,no,128.7,9.2,14.59,92,4,3,3,0
2020,822526,Male,23,33,no,yes,242.85,8.5,27.52,131,2,3,1,0
2020,822765,Female,39,117,no,no,359.85,9.8,40.78,93,2,3,0,0
2020,823400,Female,26,11,no,yes,314.7,7,35.67,79,7,2,1,0
2020,823556,Female,31,74,no,no,128.55,10.1,14.57,85,5,3,2,0
2020,824120,Female,32,126,no,yes,171.45,12.6,19.43,111,7,4,3,0
2020,824603,Male,40,144,no,no,266.25,11.9,30.18,118,3,4,2,0
2020,827541,Male,35,67,yes,no,181.35,11.4,20.55,130,11,4,2,0
2020,827568,Male,41,70,no,no,11.85,12.1,1.34,89,1,4,0,0
2020,827901,Female,33,139,no,yes,321.9,14.8,36.48,132,12,4,0,0
2020,828707,Female,37,70,no,no,295.95,6.7,33.54,105,6,2,1,0
2020,828788,Female,23,124,no,no,226.65,5.3,25.69,93,3,2,1,0
2020,830733,Male,52,76,no,no,279.15,8,31.64,100,4,3,0,0
2020,830911,Male,31,102,no,no,234.75,9.9,26.61,72,2,3,2,0
2020,831515,Male,37,107,no,yes,171.45,7.5,19.43,74,8,3,1,0
2020,832171,Male,60,86,no,no,324.45,4.5,36.77,110,3,2,0,0
2020,832399,Female,37,146,no,no,308.1,10.3,34.92,83,2,3,3,0
2020,832626,Male,41,45,no,no,233.55,11,26.47,98,1,3,1,0
2020,833050,Female,35,11,no,no,215.1,9.7,24.38,100,6,3,2,0
2020,833466,Male,37,65,no,yes,237.15,8.9,26.88,96,6,3,1,0
2020,833998,Female,35,108,no,no,323.4,3.6,36.65,65,5,1,1,0
2020,834844,Male,31,72,no,no,408.6,12.7,46.31,81,2,4,0,0
2020,834853,Female,41,77,no,no,101.55,12,11.51,137,2,4,1,0
2020,835424,Male,38,177,no,yes,345.3,10.4,39.13,108,2,3,1,0
2020,835679,Male,70,119,no,no,122.85,8.9,13.92,125,1,3,2,1
2020,835925,Male,34,75,no,yes,321.15,9.2,36.4,126,6,3,0,0
2020,836418,Male,35,121,no,yes,103.05,11.4,11.68,42,4,4,1,0
2020,836475,Male,35,49,yes,no,356.7,15.6,40.43,86,6,5,2,1
2020,837580,Female,44,179,no,no,174.15,11.6,19.74,103,5,4,0,0
2020,837748,Female,20,161,no,no,161.25,12.6,18.28,131,3,4,2,0
2020,838770,Female,36,127,no,yes,353.4,7.7,40.05,127,2,3,1,0
2020,839824,Female,28,63,no,no,317.55,7.4,35.99,108,7,2,0,0
2020,839961,Male,34,123,no,yes,298.05,12.5,33.78,124,5,4,1,0
2020,840797,Male,34,114,no,no,303.15,13.3,34.36,120,5,4,2,0
2020,840981,Male,59,21,no,no,337.5,10.7,38.25,93,4,3,0,0
2020,841129,Male,69,57,no,no,289.2,12.7,32.78,105,6,4,1,0
2020,842082,Male,35,117,no,yes,297.15,6.8,33.68,92,6,2,1,0
2020,842094,Female,41,103,no,no,251.7,13,28.53,73,3,4,5,0
2020,842508,Female,29,100,no,no,173.85,7.1,19.7,77,4,2,1,0
2020,842777,Female,44,122,no,no,210.15,11.2,23.82,127,5,4,2,0
2020,843770,Female,27,45,no,no,117.9,7.4,13.36,111,5,2,1,1
2020,844660,Female,45,67,no,yes,173.4,9.9,19.65,103,12,3,2,0
2020,845311,Female,27,83,no,no,292.5,11,33.15,92,13,3,0,0
2020,845573,Male,40,113,no,yes,223.5,9.5,25.33,76,5,3,4,0
2020,846023,Male,30,106,yes,no,200.55,10.7,22.73,89,2,3,1,1
2020,847033,Male,38,138,no,no,330.3,12.9,37.43,79,5,4,0,0
2020,847176,Male,36,163,no,yes,240,10.4,27.2,118,7,3,1,0
2020,847937,Male,36,113,no,no,314.1,7.4,35.6,116,2,2,1,1
2020,848105,Male,41,95,no,yes,424.65,11.3,48.13,129,3,4,3,0
2020,848332,Female,45,120,no,no,304.95,7.8,34.56,103,2,3,3,0
2020,848621,Male,25,166,no,no,306.3,9.5,34.71,109,5,3,1,0
2020,848681,Female,34,122,no,no,260.4,9.7,29.51,103,7,3,3,0
2020,848738,Male,40,87,no,no,253.65,9.9,28.75,106,10,3,3,0
2020,848832,Female,45,101,no,no,404.55,4.5,45.85,107,15,2,3,1
2020,849006,Female,42,49,no,no,399.45,14,45.27,98,2,4,2,1
2020,849238,Male,32,116,yes,no,323.1,12.6,36.62,109,5,4,3,0
2020,849295,Male,39,131,no,yes,261,6.7,29.58,90,3,2,1,0
2020,849345,Female,48,75,no,no,225.9,8.1,25.6,104,5,3,0,0
2020,849786,Male,26,74,no,yes,261.9,9,29.68,92,4,3,1,0
2020,850014,Male,32,83,no,no,198.6,8.6,22.51,84,2,3,1,0
2020,850578,Female,46,161,no,no,158.1,7.8,17.92,126,5,3,0,0
2020,850645,Female,41,148,no,no,267.45,11.4,30.31,98,4,4,1,0
2020,850889,Male,31,1,no,no,294.15,7,33.34,91,2,2,1,0
2020,850934,Female,39,94,no,yes,255.15,12.8,28.92,73,4,4,1,0
2020,851155,Male,60,78,no,no,287.55,9.1,32.59,86,5,3,1,0
2020,851662,Male,37,90,no,no,164.4,11,18.63,121,5,3,2,0
2020,851870,Female,38,113,no,no,232.5,13.5,26.35,123,3,4,1,0
2020,852369,Female,55,130,no,no,225.6,12.3,25.57,76,4,4,1,0
2020,853316,Female,30,161,no,no,227.4,4,25.77,68,5,2,1,0
2020,853629,Male,40,123,no,no,244.65,9,27.73,77,10,3,1,0
2020,853825,Female,36,125,no,no,190.05,13.3,21.54,114,7,4,1,0
2020,853907,Female,30,120,no,yes,266.85,11.5,30.24,117,4,4,1,0
2020,853964,Female,38,89,yes,no,188.4,5.4,21.35,108,5,2,1,0
2020,854355,Female,39,103,no,no,277.5,12.6,31.45,91,2,4,2,0
2020,856533,Male,25,116,no,yes,274.2,11,31.08,103,2,3,1,0
2020,856688,Female,37,54,no,yes,215.85,12.5,24.46,117,8,4,2,0
2020,857687,Male,29,81,no,no,297.6,10.4,33.73,71,6,3,2,0
2020,858054,Male,23,79,no,no,402.45,6.3,45.61,88,7,2,1,1
2020,859121,Female,43,147,no,yes,377.25,10.4,42.76,87,6,3,3,0
2020,859874,Female,31,39,no,no,231.15,9.8,26.2,92,4,3,2,0
2020,860146,Male,31,120,no,no,378,9.6,42.84,96,1,3,2,0
2020,860619,Male,39,42,yes,no,271.05,12,30.72,114,6,4,2,0
2020,861280,Female,35,76,no,no,297.45,12.5,33.71,96,3,4,0,0
2020,861302,Male,46,138,no,yes,285.15,14.2,32.32,130,6,4,0,0
2020,861697,Male,30,105,no,no,406.35,8.8,46.05,60,5,3,0,1
2020,861748,Male,36,105,no,no,152.1,12.2,17.24,53,2,4,1,0
2020,862381,Male,51,59,no,no,306.45,12,34.73,94,4,4,1,0
2020,862733,Female,38,37,yes,no,159.9,9.6,18.12,113,8,3,2,0
2020,863701,Male,39,41,no,yes,320.7,7.2,36.35,123,3,2,0,0
2020,864002,Male,38,16,no,no,308.4,10.9,34.95,64,3,3,0,0
2020,864189,Male,32,65,no,no,230.85,8.5,26.16,147,3,3,2,0
2020,864849,Male,29,70,no,no,320.1,5.7,36.28,101,4,2,1,0
2020,865740,Male,32,79,no,no,228.3,5.3,25.87,87,3,2,1,0
2020,865756,Female,64,34,no,no,226.5,9.9,25.67,86,7,3,0,0
2020,865793,Female,38,93,no,yes,250.35,11.5,28.37,106,1,4,1,0
2020,865970,Male,37,109,no,no,276,11,31.28,86,3,3,0,0
2020,866004,Male,30,136,yes,no,385.2,9.1,43.66,82,10,3,3,0
2020,866386,Male,43,135,no,no,292.2,11,33.12,126,3,3,1,0
2020,866451,Female,43,141,no,no,390.3,7.2,44.23,119,8,2,3,0
2020,866959,Male,36,42,no,yes,245.7,8.1,27.85,106,5,3,0,0
2020,867482,Male,33,60,no,no,147.3,9.3,16.69,69,2,3,2,0
2020,867576,Female,51,85,no,no,317.25,13.3,35.96,131,4,4,2,0
2020,868145,Female,49,99,no,no,286.8,14.1,32.5,114,3,4,1,0
2020,868368,Male,49,112,no,no,251.4,17.3,28.49,107,3,5,2,0
2020,868574,Male,44,63,no,no,246.75,11.2,27.97,97,2,4,0,0
2020,868589,Male,44,57,no,no,231.3,10.1,26.21,97,9,3,1,0
2020,868930,Male,31,91,no,no,223.5,8.3,25.33,94,3,3,0,0
2020,869222,Male,47,138,no,no,190.65,5,21.61,75,3,2,3,0
2020,870149,Male,42,109,no,no,256.05,11.4,29.02,112,4,4,2,0
2020,870438,Male,28,118,yes,yes,234.75,11.1,26.61,81,3,3,4,1
2020,870494,Male,52,28,no,no,239.55,9.3,27.15,116,3,3,2,0
2020,871551,Female,40,114,no,yes,211.95,9.4,24.02,85,3,3,3,0
2020,872462,Male,27,141,yes,yes,387.9,11.2,43.96,97,5,4,0,0
2020,873096,Female,47,169,yes,no,85.65,6.5,9.71,103,6,2,3,0
2020,873823,Female,42,70,no,yes,188.85,10.3,21.4,75,4,3,1,0
2020,874654,Female,38,86,no,no,326.7,11.3,37.03,70,7,4,0,0
2020,874746,Female,32,137,no,no,308.85,14.5,35,84,4,4,2,0
2020,875405,Male,38,103,no,yes,161.55,8.9,18.31,98,3,3,0,0
2020,876035,Male,37,78,no,no,232.5,11.8,26.35,125,5,4,2,0
2020,876781,Female,38,129,no,yes,306.75,14.8,34.77,117,9,4,2,0
2020,876966,Male,21,159,no,no,298.2,16.5,33.8,120,7,5,5,0
2020,877690,Female,48,102,no,no,216.6,7.1,24.55,59,7,2,0,0
2020,877818,Female,43,51,no,no,340.8,14.9,38.62,126,2,5,0,0
2020,877931,Male,42,158,no,no,233.85,8.6,26.5,116,8,3,2,0
2020,878563,Male,41,54,no,yes,176.4,11.3,19.99,113,10,4,2,0
2020,879049,Female,48,64,no,yes,270.15,7.5,30.62,118,3,3,0,0
2020,880131,Male,38,81,no,yes,195.15,11.4,22.12,123,5,4,0,0
2020,880206,Male,30,119,no,no,186.45,14.8,21.13,93,1,4,0,0
2020,880811,Female,35,120,no,yes,366.45,10.6,41.53,83,6,3,0,0
2020,881136,Male,30,31,no,no,249.15,12.7,28.24,98,2,4,1,0
2020,881483,Female,51,74,no,yes,291.9,13.1,33.08,75,2,4,2,0
2020,881918,Male,31,69,no,no,251.25,11.4,28.48,103,4,4,2,0
2020,881947,Male,48,86,no,no,211.95,8.2,24.02,91,5,3,1,0
2020,881958,Male,41,58,no,yes,291.75,9.5,33.07,92,2,3,1,0
2020,882362,Female,34,155,no,yes,365.85,13.4,41.46,123,11,4,2,0
2020,884140,Female,63,163,no,no,268.05,10.6,30.38,84,2,3,4,0
2020,884171,Female,29,68,no,no,355.65,13.2,40.31,79,2,4,1,0
2020,884836,Male,26,85,no,no,314.7,11.3,35.67,85,3,4,0,0
2020,885321,Female,43,87,no,no,343.05,11.8,38.88,90,3,4,1,0
2020,885399,Male,29,49,no,no,178.95,11.1,20.28,90,1,3,1,0
2020,885498,Female,44,117,no,no,276.75,8.7,31.37,90,4,3,1,0
2020,885582,Male,33,157,no,no,229.05,9.4,25.96,93,4,3,1,0
2020,886737,Male,37,39,no,no,90.6,12.4,10.27,46,3,4,1,0
2020,886897,Male,36,105,no,no,249.15,16.2,28.24,55,3,5,2,0
2020,886936,Female,40,111,no,no,426.6,8.4,48.35,91,8,3,0,1
2020,887130,Male,43,102,no,no,293.55,8.3,33.27,73,3,3,1,1
2020,887246,Female,34,64,no,no,222.15,12.3,25.18,125,2,4,5,1
2020,887657,Female,33,111,no,yes,145.2,13.4,16.46,85,4,4,2,0
2020,889428,Male,20,69,no,no,215.4,10.8,24.41,83,5,3,3,0
2020,890426,Female,37,97,no,yes,199.8,11,22.64,79,3,3,1,0
2020,890910,Male,34,122,no,yes,201.3,8.5,22.81,96,2,3,2,0
2020,891267,Female,46,103,no,no,284.7,12.2,32.27,103,4,4,0,0
2020,891617,Female,30,91,no,no,347.7,11.6,39.41,129,7,4,3,0
2020,891851,Male,34,89,no,no,455.85,5.3,51.66,89,3,2,1,1
2020,892850,Male,24,67,no,yes,345.9,9.4,39.2,115,2,3,1,0
2020,893788,Female,27,113,no,no,281.4,8.7,31.89,101,6,3,2,0
2020,893968,Female,32,52,no,no,248.25,12.2,28.14,124,6,4,0,0
2020,894413,Male,52,108,no,yes,254.7,9.5,28.87,105,7,3,2,0
2020,894517,Male,35,100,no,no,417,8.3,47.26,126,4,3,0,1
2020,894807,Male,40,140,no,no,259.8,11.2,29.44,128,5,4,3,0
2020,895243,Female,43,113,yes,no,187.8,8.3,21.28,139,8,3,0,0
2020,895266,Female,37,200,no,no,192.3,11.2,21.79,123,2,4,1,0
2020,895998,Male,46,88,no,no,222.3,6.4,25.19,79,4,2,2,0
2020,896327,Male,42,107,no,yes,329.1,11,37.3,91,1,3,2,0
2020,896536,Female,64,93,no,no,401.85,11.3,45.54,90,3,4,3,1
